sample_name	amplicon_number	feature	gene	gene_cn	truncated	is_canonical_oncogene
ESO26	amplicon1	BFB_1	ARL15	4.825827290464297	None	False
ESO26	amplicon1	BFB_1	FST	5.031071353700711	None	False
ESO26	amplicon1	BFB_1	HSPB3	4.825827290464297	None	False
ESO26	amplicon1	BFB_1	ITGA1	5.031071353700711	None	False
ESO26	amplicon1	BFB_1	ITGA2	5.031071353700711	None	False
ESO26	amplicon1	BFB_1	MOCS2	5.031071353700711	None	False
ESO26	amplicon1	BFB_1	NDUFS4	5.031071353700711	None	False
ESO26	amplicon1	BFB_1	PELO	5.031071353700711	None	False
ESO26	amplicon2	BFB_1	ADO	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	ARID5B	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	CABCOCO1	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	EGR2	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	RTKN2	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	TMEM26	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	TMEM26-AS1	5.388892778949169	None	False
ESO26	amplicon2	BFB_1	ZNF365	5.388892778949169	None	False
ESO26	amplicon3	Complex non-cyclic_1	CCSER2	5.243619789963921	None	False
ESO26	amplicon3	Complex non-cyclic_1	CDHR1	3.5444032158960295	None	False
ESO26	amplicon3	Complex non-cyclic_1	DLG5	5.694690609435769	None	False
ESO26	amplicon3	Complex non-cyclic_1	DLG5-AS1	5.694690609435769	None	False
ESO26	amplicon3	Complex non-cyclic_1	KCNMA1	5.694690609435769	3p	False
ESO26	amplicon3	Complex non-cyclic_1	KCNMA1-AS3	5.694690609435769	None	False
ESO26	amplicon3	Complex non-cyclic_1	LRIT1	3.5444032158960295	None	False
ESO26	amplicon3	Complex non-cyclic_1	LRIT2	3.5444032158960295	None	False
ESO26	amplicon3	Complex non-cyclic_1	POLR3A	5.694690609435769	None	False
ESO26	amplicon3	Complex non-cyclic_1	RGR	3.5444032158960295	None	True
ESO26	amplicon3	Complex non-cyclic_1	RPS24	5.694690609435769	None	False
ESO26	amplicon3	Complex non-cyclic_1	ZMIZ1	6.134792395860982	3p	False
ESO26	amplicon3	Complex non-cyclic_1	ZMIZ1-AS1	5.694690609435769	None	False
ESO26	amplicon4	BFB_1	ADAMTS20	6.836063812355197	None	False
ESO26	amplicon4	BFB_1	ANO6	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	ARID2	6.820153734381603	None	True
ESO26	amplicon4	BFB_1	CNTN1	9.29905300321262	None	False
ESO26	amplicon4	BFB_1	DBX2	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	GXYLT1	5.701487498055876	None	False
ESO26	amplicon4	BFB_1	IRAK4	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	MUC19	9.299053003212622	5p	False
ESO26	amplicon4	BFB_1	NELL2	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	PDZRN4	6.856242676288197	None	False
ESO26	amplicon4	BFB_1	PLEKHA8P1	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	PPHLN1	5.701487498055876	None	False
ESO26	amplicon4	BFB_1	PRICKLE1	5.701487498055876	None	False
ESO26	amplicon4	BFB_1	PUS7L	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	RACGAP1P	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	SCAF11	6.820153734381603	None	False
ESO26	amplicon4	BFB_1	SLC38A1	6.820153734381603	None	False
ESO26	amplicon4	BFB_1	SLC38A2	6.820153734381603	None	False
ESO26	amplicon4	BFB_1	SLC38A4	6.820153734381603	None	False
ESO26	amplicon4	BFB_1	TMEM117	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	TWF1	6.820153734381607	None	False
ESO26	amplicon4	BFB_1	YAF2	5.701487498055876	None	False
ESO26	amplicon4	BFB_1	ZCRB1	5.701487498055876	None	False
ESO26	amplicon4	unknown_1	C16orf82	9.943586404117415	None	False
ESO26	amplicon4	unknown_1	COL2A1	9.99856080522554	None	False
ESO26	amplicon4	unknown_1	IL4R	2.112674909472096	3p	False
ESO26	amplicon4	unknown_1	KDM8	9.592057686944885	None	False
ESO26	amplicon4	unknown_1	NSMCE1	9.592057686944885	None	False
ESO26	amplicon4	unknown_1	NSMCE1-DT	2.112674909472096	None	False
ESO26	amplicon4	unknown_1	SENP1	1.1560509287808851	5p	False
ESO26	amplicon4	unknown_1	TMEM106C	9.99856080522554	None	False
ESO26	amplicon4	unknown_1	VDR	9.99856080522554	3p	False
ESO26	amplicon5	BFB_1	ARHGAP23	19.823465755462504	None	False
ESO26	amplicon5	BFB_1	C17orf98	25.029360904044786	None	False
ESO26	amplicon5	BFB_1	CASC3	26.022319569914384	5p	False
ESO26	amplicon5	BFB_1	CDC6	1.8230638176424456	None	True
ESO26	amplicon5	BFB_1	CISD3	15.848090800672637	None	False
ESO26	amplicon5	BFB_1	CWC25	25.029360904044786	3p	False
ESO26	amplicon5	BFB_1	EPOP	15.848090800672637	None	False
ESO26	amplicon5	BFB_1	ERBB2	28.175612707228332	None	True
ESO26	amplicon5	BFB_1	FBXO47	14.193609798336809	None	False
ESO26	amplicon5	BFB_1	GRB7	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	IKZF3	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	JUP	46.835720558828456	5p	True
ESO26	amplicon5	BFB_1	LASP1	25.029360904044786	None	True
ESO26	amplicon5	BFB_1	MIEN1	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	MLLT6	15.848090800672637	None	True
ESO26	amplicon5	BFB_1	PCGF2	15.848090800672637	None	False
ESO26	amplicon5	BFB_1	PGAP3	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	PIP4K2B	45.86855028567604	5p	False
ESO26	amplicon5	BFB_1	PNMT	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	PPP1R1B	24.613121445308398	5p	False
ESO26	amplicon5	BFB_1	PSMB3	15.848090800672637	None	False
ESO26	amplicon5	BFB_1	RAPGEFL1	26.022319569914384	None	False
ESO26	amplicon5	BFB_1	RARA	1.8230638176424456	3p	True
ESO26	amplicon5	BFB_1	RARA-AS1	1.8230638176424456	None	False
ESO26	amplicon5	BFB_1	RPL23	25.029360904044786	None	True
ESO26	amplicon5	BFB_1	SNORA21	25.029360904044786	None	False
ESO26	amplicon5	BFB_1	SNORA21B	25.029360904044786	None	False
ESO26	amplicon5	BFB_1	SRCIN1	19.31439042151848	None	False
ESO26	amplicon5	BFB_1	STARD3	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	TCAP	28.175612707228332	None	False
ESO26	amplicon5	BFB_1	WIPF2	26.022319569914384	None	False
